episode,policy,reward,total_power_system,total_power_ue,total_power_uav,violations,vio_local,vio_offload
84,MARL,0.008759,5.445255,5.414102,0.031153,12,6,6
85,MARL,0.01386,5.744785,5.711492,0.033293,3,0,3
86,MARL,0.00804,5.464817,5.4351,0.029717,14,6,8
87,MARL,0.009882,5.647128,5.616865,0.030263,9,3,6
88,MARL,0.012374,5.616581,5.5779,0.038681,5,4,1
89,MARL,0.010761,5.316442,5.290157,0.026284,8,5,3
90,MARL,0.011548,5.690868,5.655854,0.035014,6,4,2
91,MARL,0.011816,5.484089,5.460913,0.023175,6,2,4
92,MARL,0.012141,5.765508,5.733583,0.031925,5,1,4
93,MARL,0.011774,5.520578,5.49023,0.030348,6,5,1
94,MARL,0.011368,5.324923,5.293086,0.031837,7,2,5
95,MARL,0.008774,5.422733,5.395043,0.02769,12,6,6
96,MARL,0.012145,5.758253,5.731169,0.027084,5,3,2
97,MARL,0.01114,5.502347,5.474145,0.028202,7,4,3
98,MARL,0.007992,5.538422,5.509463,0.028959,14,6,8
99,MARL,0.01024,5.296562,5.262131,0.03443,9,4,5
100,MARL,0.010942,5.665219,5.636251,0.028968,7,2,5
101,MARL,0.010437,5.105299,5.078569,0.02673,9,5,4
102,MARL,0.011853,5.461993,5.433618,0.028375,6,3,3
103,MARL,0.011929,5.4123,5.379384,0.032916,6,2,4
104,MARL,0.008977,5.669503,5.636725,0.032778,11,5,6
105,MARL,0.011908,4.422778,4.394651,0.028128,8,5,3
106,MARL,0.01225,5.692543,5.659893,0.03265,5,3,2
107,MARL,0.0097,4.839295,4.805361,0.033933,11,4,7
108,MARL,0.009142,5.470824,5.434946,0.035878,11,7,4
109,MARL,0.010724,5.348551,5.322005,0.026547,8,5,3
110,MARL,0.009929,5.097503,5.068769,0.028734,10,7,3
111,MARL,0.011994,5.369601,5.334084,0.035517,6,1,5
112,MARL,0.015351,5.046338,5.010694,0.035644,3,2,1
113,MARL,0.012132,5.271186,5.239292,0.031895,6,2,4
114,MARL,0.011787,5.013058,4.980463,0.032595,7,4,3
115,MARL,0.010061,5.470585,5.436423,0.034163,9,4,5
116,MARL,0.011267,5.405279,5.371949,0.03333,7,2,5
117,MARL,0.011597,5.652205,5.619764,0.032441,6,2,4
118,MARL,0.014129,5.608719,5.574447,0.034272,3,1,2
119,MARL,0.013259,5.576919,5.538021,0.038898,4,2,2
120,MARL,0.010128,5.89975,5.870289,0.029461,8,3,5
121,MARL,0.009193,5.413488,5.374009,0.039479,11,5,6
122,MARL,0.011654,5.106697,5.078201,0.028497,7,4,3
123,MARL,0.01136,5.330059,5.299889,0.03017,7,4,3
124,MARL,0.011327,5.356141,5.325753,0.030389,7,5,2
125,MARL,0.010513,5.539397,5.509175,0.030222,8,4,4
126,MARL,0.010636,5.427946,5.399499,0.028447,8,4,4
127,MARL,0.011536,5.193555,5.165392,0.028163,7,4,3
128,MARL,0.010982,4.629566,4.602765,0.026801,9,6,3
129,MARL,0.00989,5.139385,5.108467,0.030918,10,3,7
130,MARL,0.011999,5.36615,5.330227,0.035924,6,1,5
131,MARL,0.009953,5.071541,5.044165,0.027376,10,6,4
132,MARL,0.009479,5.075666,5.0473,0.028366,11,7,4
133,MARL,0.01337,5.510943,5.476228,0.034715,4,2,2
134,MARL,0.013477,5.444398,5.4171,0.027298,4,2,2
135,MARL,0.012128,5.276063,5.241891,0.034172,6,2,4
136,MARL,0.00935,5.218874,5.192314,0.026559,11,3,8
137,MARL,0.009701,5.834862,5.805798,0.029064,9,1,8
138,MARL,0.010589,4.971325,4.940598,0.030726,9,3,6
139,MARL,0.012148,4.76191,4.728409,0.033502,7,2,5
140,MARL,0.009868,5.163475,5.130012,0.033463,10,4,6
141,MARL,0.010565,5.998636,5.961343,0.037293,7,1,6
142,MARL,0.012497,5.529976,5.49865,0.031326,5,1,4
143,MARL,0.010065,4.459289,4.432735,0.026554,11,4,7
144,MARL,0.009288,5.291218,5.26328,0.027939,11,6,5
145,MARL,0.008695,5.526039,5.497821,0.028218,12,5,7
146,MARL,0.010405,5.639043,5.607491,0.031552,8,3,5
147,MARL,0.008937,5.216235,5.187155,0.02908,12,6,6
148,MARL,0.010168,5.357401,5.332266,0.025135,9,2,7
149,MARL,0.012645,5.436169,5.404891,0.031278,5,2,3
150,MARL,0.012432,5.071561,5.040973,0.030588,6,2,4
151,MARL,0.008671,5.559764,5.530327,0.029438,12,6,6
152,MARL,0.009457,5.098836,5.071936,0.0269,11,8,3
153,MARL,0.011544,5.188846,5.159265,0.029581,7,3,4
154,MARL,0.009603,5.439133,5.410047,0.029085,10,7,3
155,MARL,0.011679,5.085923,5.059842,0.02608,7,3,4
156,MARL,0.010888,5.21392,5.180881,0.033038,8,1,7
157,MARL,0.016315,5.158103,5.125941,0.032162,2,1,1
158,MARL,0.011442,5.764835,5.736894,0.027941,6,2,4
159,MARL,0.011143,5.500887,5.470979,0.029908,7,3,4
160,MARL,0.011285,5.889476,5.858564,0.030912,6,2,4
161,MARL,0.010471,5.075705,5.047179,0.028526,9,3,6
162,MARL,0.010171,5.35529,5.329035,0.026255,9,5,4
163,MARL,0.01109,5.045469,5.013843,0.031625,8,6,2
164,MARL,0.009377,4.690084,4.661883,0.028201,12,5,7
165,MARL,0.012831,4.820394,4.790516,0.029879,6,3,3
166,MARL,0.009245,4.841219,4.813444,0.027775,12,4,8
167,MARL,0.009967,5.562427,5.529791,0.032636,9,1,8
168,MARL,0.010338,5.705328,5.669691,0.035637,8,1,7
169,MARL,0.010891,4.708345,4.678734,0.029611,9,6,3
170,MARL,0.010074,5.451142,5.423904,0.027238,9,5,4
171,MARL,0.00877,5.433564,5.398825,0.034739,12,2,10
172,MARL,0.009945,5.583765,5.5525,0.031264,9,4,5
173,MARL,0.010157,5.874203,5.84208,0.032122,8,4,4
174,MARL,0.011525,5.205334,5.173491,0.031843,7,2,5
175,MARL,0.011109,5.033743,4.998381,0.035362,8,5,3
176,MARL,0.01368,5.839225,5.806594,0.032631,3,0,3
177,MARL,0.014374,4.485037,4.454074,0.030963,5,5,0
178,MARL,0.012394,5.098178,5.064927,0.033251,6,3,3
179,MARL,0.013028,5.200462,5.172813,0.027648,5,3,2
180,MARL,0.012372,5.611057,5.579498,0.031559,5,2,3
181,MARL,0.010413,5.128306,5.100668,0.027637,9,4,5
182,MARL,0.008583,5.176293,5.148213,0.02808,13,4,9
183,MARL,0.009636,4.90672,4.875081,0.031638,11,6,5
184,MARL,0.010526,5.025475,4.997758,0.027718,9,5,4
185,MARL,0.012295,5.661146,5.630535,0.030611,5,3,2
186,MARL,0.013411,4.984625,4.953334,0.031291,5,2,3
187,MARL,0.011896,4.933226,4.903453,0.029772,7,4,3
188,MARL,0.011594,5.653425,5.621731,0.031695,6,3,3
189,MARL,0.008988,5.158454,5.122301,0.036152,12,6,6
190,MARL,0.008923,5.236906,5.203935,0.032971,12,3,9
191,MARL,0.013284,6.052998,6.024999,0.027999,3,0,3
192,MARL,0.015178,5.122765,5.084763,0.038002,3,1,2
193,MARL,0.010715,5.861993,5.829252,0.032742,7,2,5
194,MARL,0.010385,5.160659,5.125945,0.034713,9,6,3
195,MARL,0.013907,5.721013,5.687238,0.033776,3,0,3
196,MARL,0.009033,5.102172,5.067311,0.034861,12,4,8
197,MARL,0.010518,5.538278,5.504086,0.034192,8,2,6
198,MARL,0.01374,5.303643,5.275423,0.028221,4,3,1
199,MARL,0.009614,4.927817,4.898999,0.028817,11,6,5
200,MARL,0.009404,5.659607,5.631014,0.028593,10,4,6
201,MARL,0.011961,5.388089,5.357118,0.030971,6,3,3
202,MARL,0.009244,5.34467,5.315382,0.029289,11,4,7
203,MARL,0.009996,5.531356,5.501024,0.030332,9,5,4
204,MARL,0.010726,5.847972,5.820621,0.027351,7,6,1
205,MARL,0.011511,5.213643,5.184767,0.028877,7,2,5
206,MARL,0.012111,5.286422,5.253762,0.03266,6,4,2
207,MARL,0.010693,5.386586,5.347876,0.03871,8,5,3
208,MARL,0.009255,4.830749,4.802087,0.028662,12,7,5
209,MARL,0.011038,5.590159,5.555964,0.034195,7,3,4
210,MARL,0.010575,5.4841,5.453447,0.030653,8,4,4
211,MARL,0.009036,5.587724,5.564286,0.023438,11,5,6
212,MARL,0.010634,5.928026,5.900956,0.02707,7,1,6
213,MARL,0.010436,5.604443,5.58008,0.024364,8,6,2
214,MARL,0.008462,4.840222,4.814451,0.025771,14,8,6
215,MARL,0.011405,5.298878,5.265001,0.033876,7,4,3
216,MARL,0.01071,5.867488,5.833664,0.033824,7,1,6
217,MARL,0.011236,5.441133,5.395554,0.045579,7,2,5
218,MARL,0.010374,5.666875,5.636075,0.0308,8,4,4
219,MARL,0.009308,5.273022,5.240739,0.032283,11,4,7
220,MARL,0.013426,5.479109,5.444641,0.034468,4,2,2
221,MARL,0.012063,5.317419,5.286686,0.030732,6,4,2
222,MARL,0.009778,5.252148,5.22389,0.028258,10,5,5
223,MARL,0.011514,5.717343,5.681349,0.035993,6,3,3
224,MARL,0.010122,5.403969,5.376723,0.027246,9,6,3
225,MARL,0.009774,4.758712,4.727781,0.030931,11,6,5
226,MARL,0.011007,5.107929,5.082342,0.025587,8,4,4
227,MARL,0.015231,5.092973,5.06229,0.030683,3,3,0
228,MARL,0.009868,5.665741,5.629994,0.035748,9,2,7
229,MARL,0.011209,4.943732,4.919018,0.024714,8,5,3
230,MARL,0.010111,4.911768,4.887659,0.02411,10,6,4
231,MARL,0.012954,5.248979,5.216343,0.032636,5,3,2
232,MARL,0.011176,4.975244,4.944255,0.030989,8,3,5
233,MARL,0.016153,4.72131,4.687401,0.033909,3,2,1
234,MARL,0.011022,5.096357,5.069692,0.026665,8,4,4
235,MARL,0.016686,5.019371,4.990198,0.029173,2,2,0
236,MARL,0.011876,5.44936,5.416737,0.032623,6,2,4
237,MARL,0.008807,4.875423,4.85246,0.022963,13,8,5
238,MARL,0.01401,5.163083,5.134773,0.028309,4,2,2
239,MARL,0.008453,5.356157,5.327099,0.029058,13,7,6
240,MARL,0.009366,6.204844,6.173538,0.031306,9,3,6
241,MARL,0.010528,5.018737,4.996535,0.022201,9,6,3
242,MARL,0.013018,5.710452,5.678466,0.031986,4,1,3
243,MARL,0.009733,5.303716,5.271547,0.032169,10,6,4
244,MARL,0.008883,5.780544,5.754334,0.02621,11,5,6
245,MARL,0.012481,5.041248,5.008614,0.032634,6,4,2
246,MARL,0.010902,5.702486,5.669491,0.032994,7,2,5
247,MARL,0.009789,5.242661,5.212353,0.030308,10,3,7
248,MARL,0.008697,5.524011,5.495631,0.028381,12,6,6
249,MARL,0.012216,5.216063,5.182802,0.033261,6,3,3
250,MARL,0.010658,5.408424,5.379716,0.028708,8,3,5
251,MARL,0.009446,5.116068,5.083003,0.033065,11,7,4
252,MARL,0.010027,5.505579,5.469904,0.035675,9,2,7
253,MARL,0.013137,5.138501,5.109369,0.029132,5,3,2
254,MARL,0.009393,5.173428,5.143053,0.030375,11,5,6
255,MARL,0.013088,5.169216,5.137275,0.031941,5,2,3
256,MARL,0.009659,5.881514,5.849382,0.032131,9,4,5
257,MARL,0.009429,5.13828,5.102164,0.036117,11,2,9
258,MARL,0.008006,5.51907,5.487697,0.031373,14,7,7
259,MARL,0.010773,5.814947,5.778759,0.036187,7,1,6
260,MARL,0.009206,5.892827,5.859435,0.033392,10,4,6
261,MARL,0.01184,5.470249,5.443263,0.026986,6,4,2
262,MARL,0.010877,6.225169,6.190647,0.034522,6,1,5
263,MARL,0.011495,5.229918,5.195776,0.034142,7,4,3
264,MARL,0.00922,5.876573,5.843134,0.033439,10,4,6
265,MARL,0.00943,5.137583,5.100849,0.036734,11,4,7
266,MARL,0.013565,5.403731,5.3683,0.035431,4,3,1
267,MARL,0.012956,5.245375,5.215357,0.030018,5,2,3
268,MARL,0.01164,5.617079,5.588325,0.028754,6,6,0
269,MARL,0.008973,5.175331,5.140835,0.034496,12,5,7
270,MARL,0.009767,5.762195,5.736129,0.026066,9,5,4
271,MARL,0.008738,5.471526,5.441354,0.030172,12,6,6
272,MARL,0.011218,5.943521,5.910606,0.032915,6,2,4
273,MARL,0.010498,5.551178,5.523184,0.027994,8,6,2
274,MARL,0.009859,6.165462,6.140407,0.025055,8,5,3
275,MARL,0.009801,5.236597,5.199214,0.037383,10,5,5
276,MARL,0.010004,5.523878,5.492606,0.031272,9,3,6
277,MARL,0.009975,5.555414,5.521148,0.034267,9,4,5
278,MARL,0.011136,5.504639,5.476707,0.027932,7,3,4
279,MARL,0.011162,5.483702,5.456541,0.027161,7,4,3
280,MARL,0.01017,5.36352,5.329341,0.034179,9,7,2
281,MARL,0.010947,5.160249,5.131652,0.028598,8,4,4
282,MARL,0.011573,5.672458,5.636934,0.035524,6,3,3
283,MARL,0.012237,5.698648,5.669304,0.029344,5,1,4
284,MARL,0.012692,5.40248,5.376474,0.026006,5,2,3
285,MARL,0.013493,4.939242,4.908276,0.030965,5,4,1
286,MARL,0.010507,5.049363,5.013584,0.035779,9,5,4
287,MARL,0.009277,5.30618,5.276481,0.029699,11,4,7
288,MARL,0.011705,5.071454,5.039942,0.031512,7,4,3
289,MARL,0.013388,5.9964,5.966432,0.029967,3,2,1
290,MARL,0.011017,5.100287,5.074435,0.025853,8,7,1
291,MARL,0.009021,5.606522,5.58335,0.023172,11,8,3
292,MARL,0.009787,5.749776,5.714476,0.0353,9,2,7
293,MARL,0.011673,5.597576,5.56326,0.034316,6,1,5
294,MARL,0.011225,5.439135,5.405553,0.033582,7,5,2
295,MARL,0.012027,5.341116,5.311793,0.029322,6,3,3
296,MARL,0.012372,5.111508,5.079548,0.03196,6,2,4
297,MARL,0.011058,5.570774,5.5399,0.030875,7,1,6
298,MARL,0.011981,5.372358,5.343879,0.028479,6,5,1
299,MARL,0.010391,5.648919,5.62048,0.028438,8,3,5
300,MARL,0.011728,5.557169,5.523182,0.033987,6,3,3
301,MARL,0.011214,4.945936,4.914014,0.031921,8,1,7
302,MARL,0.010395,5.146837,5.11686,0.029978,9,2,7
303,MARL,0.009156,5.953868,5.918561,0.035307,10,1,9
304,MARL,0.013797,5.777528,5.744913,0.032615,3,1,2
305,MARL,0.009535,5.510854,5.485513,0.025341,10,6,4
306,MARL,0.010929,5.681624,5.64681,0.034814,7,1,6
307,MARL,0.009167,5.434585,5.406457,0.028127,11,4,7
308,MARL,0.011064,5.565176,5.535215,0.029961,7,4,3
309,MARL,0.010627,4.937568,4.907274,0.030294,9,6,3
310,MARL,0.013133,5.641767,5.611252,0.030515,4,3,1
311,MARL,0.009819,5.206101,5.18198,0.024121,10,6,4
312,MARL,0.009504,5.549434,5.518393,0.031041,10,2,8
313,MARL,0.009934,6.094463,6.063499,0.030964,8,4,4
314,MARL,0.009722,5.813924,5.783224,0.0307,9,4,5
315,MARL,0.008906,5.752407,5.726145,0.026262,11,7,4
316,MARL,0.01196,5.390424,5.357594,0.032831,6,5,1
317,MARL,0.008794,5.398757,5.368075,0.030682,12,5,7
318,MARL,0.013158,5.624573,5.597019,0.027554,4,3,1
319,MARL,0.010824,5.762955,5.735969,0.026986,7,3,4
320,MARL,0.011253,4.913115,4.883687,0.029428,8,6,2
321,MARL,0.010861,5.737477,5.70406,0.033416,7,3,4
322,MARL,0.00973,5.805575,5.774211,0.031364,9,4,5
323,MARL,0.014001,5.171712,5.139095,0.032617,4,2,2
324,MARL,0.012621,4.447222,4.420761,0.026462,7,4,3
325,MARL,0.009664,4.874884,4.844669,0.030215,11,4,7
326,MARL,0.00918,5.924347,5.889409,0.034938,10,3,7
327,MARL,0.010062,5.962744,5.935229,0.027515,8,5,3
328,MARL,0.010532,6.021736,5.991634,0.030102,7,3,4
329,MARL,0.0116,5.15086,5.117168,0.033691,7,4,3
330,MARL,0.013486,5.446911,5.411501,0.035411,4,1,3
331,MARL,0.011973,5.883966,5.848949,0.035017,5,3,2
332,MARL,0.011419,5.280839,5.25493,0.025909,7,2,5
333,MARL,0.010406,6.138953,6.106835,0.032118,7,3,4
334,MARL,0.01443,5.956199,5.926874,0.029325,2,1,1
335,MARL,0.013121,5.6543,5.617735,0.036565,4,3,1
336,MARL,0.010417,6.130067,6.096775,0.033292,7,4,3
337,MARL,0.008372,5.476453,5.441248,0.035205,13,4,9
338,MARL,0.010285,5.250734,5.219619,0.031115,9,4,5
339,MARL,0.007965,6.076896,6.052283,0.024613,13,7,6
340,MARL,0.013517,5.925188,5.895193,0.029995,3,1,2
341,MARL,0.009746,5.787813,5.757957,0.029855,9,4,5
342,MARL,0.009542,5.507649,5.477165,0.030485,10,4,6
343,MARL,0.012017,5.34914,5.31823,0.03091,6,2,4
344,MARL,0.01026,6.275558,6.243172,0.032386,7,3,4
345,MARL,0.011507,5.715574,5.687614,0.027959,6,3,3
346,MARL,0.009968,6.061885,6.028875,0.03301,8,6,2
347,MARL,0.013671,5.84639,5.810947,0.035444,3,2,1
348,MARL,0.011008,5.60628,5.581964,0.024315,7,6,1
349,MARL,0.010717,5.363165,5.327492,0.035673,8,6,2
350,MARL,0.013886,5.728132,5.698371,0.029761,3,3,0
351,MARL,0.011003,5.617354,5.585098,0.032256,7,0,7
352,MARL,0.010056,5.974588,5.940674,0.033915,8,1,7
353,MARL,0.012143,6.270363,6.230952,0.03941,4,1,3
354,MARL,0.008161,5.283835,5.249558,0.034276,14,6,8
355,MARL,0.008032,4.975188,4.947551,0.027637,15,7,8
356,MARL,0.011243,5.428983,5.3904,0.038583,7,2,5
357,MARL,0.009716,4.819297,4.788844,0.030453,11,5,6
358,MARL,0.014048,5.146582,5.115275,0.031307,4,2,2
359,MARL,0.009899,5.123685,5.099606,0.024079,10,7,3
360,MARL,0.009178,4.921014,4.892209,0.028805,12,6,6
361,MARL,0.00982,5.208433,5.180602,0.027831,10,8,2
362,MARL,0.012502,5.527438,5.495584,0.031854,5,4,1
363,MARL,0.009572,5.470311,5.444659,0.025651,10,7,3
364,MARL,0.008553,6.214748,6.189271,0.025476,11,6,5
365,MARL,0.010991,6.12749,6.095073,0.032417,6,1,5
366,MARL,0.009728,5.803723,5.776683,0.02704,9,4,5
367,MARL,0.009314,5.764275,5.733908,0.030367,10,4,6
368,MARL,0.012044,5.836722,5.799181,0.037541,5,1,4
369,MARL,0.01163,6.134341,6.094319,0.040022,5,1,4
370,MARL,0.011017,6.608527,6.573784,0.034742,5,3,2
371,MARL,0.008339,6.021944,5.988775,0.033169,12,4,8
372,MARL,0.01189,5.444159,5.406885,0.037274,6,1,5
373,MARL,0.009297,5.280497,5.253494,0.027003,11,7,4
374,MARL,0.012718,5.889398,5.859837,0.029561,4,2,2
375,MARL,0.00842,5.399265,5.373983,0.025282,13,6,7
376,MARL,0.010316,5.721982,5.690886,0.031096,8,3,5
377,MARL,0.010929,5.681566,5.646719,0.034847,7,3,4
378,MARL,0.009275,5.308926,5.278817,0.030109,11,6,5
379,MARL,0.009793,6.239942,6.207704,0.032238,8,3,5
380,MARL,0.009481,5.577387,5.544483,0.032904,10,6,4
381,MARL,0.011645,6.109642,6.085133,0.02451,5,4,1
382,MARL,0.012844,5.81442,5.7825,0.031921,4,2,2
383,MARL,0.009934,5.094092,5.063873,0.030219,10,6,4
384,MARL,0.009243,5.343914,5.316249,0.027665,11,5,6
385,MARL,0.009613,5.430067,5.399798,0.030268,10,8,2
386,MARL,0.009862,5.161579,5.137428,0.024151,10,6,4
387,MARL,0.011208,5.451919,5.41861,0.033309,7,3,4
388,MARL,0.01011,5.417518,5.38871,0.028808,9,3,6
389,MARL,0.010249,5.785506,5.754112,0.031394,8,2,6
390,MARL,0.014581,5.389031,5.354792,0.034239,3,1,2
391,MARL,0.010668,5.40469,5.370128,0.034562,8,3,5
392,MARL,0.011701,6.078038,6.042781,0.035258,5,2,3
393,MARL,0.013194,6.106681,6.07612,0.030562,3,2,1
394,MARL,0.012824,5.828364,5.794281,0.034083,4,2,2
395,MARL,0.009817,6.215803,6.183581,0.032221,8,2,6
396,MARL,0.009659,5.885017,5.849541,0.035476,9,5,4
397,MARL,0.011985,5.870567,5.840831,0.029736,5,3,2
398,MARL,0.010504,5.547141,5.517137,0.030004,8,6,2
399,MARL,0.012186,6.231747,6.202976,0.028771,4,1,3
400,MARL,0.007672,5.057453,5.031389,0.026064,16,10,6
401,MARL,0.011603,5.646214,5.615472,0.030742,6,2,4
402,MARL,0.00949,5.564758,5.534001,0.030757,10,6,4
403,MARL,0.009799,5.733176,5.702464,0.030712,9,3,6
404,MARL,0.012635,5.43905,5.411553,0.027497,5,4,1
405,MARL,0.01029,6.250337,6.21461,0.035727,7,1,6
406,MARL,0.013789,5.77856,5.749428,0.029132,3,2,1
407,MARL,0.010715,5.355505,5.330078,0.025427,8,3,5
408,MARL,0.01024,5.787589,5.762884,0.024705,8,5,3
409,MARL,0.010733,5.841045,5.813919,0.027126,7,3,4
410,MARL,0.010907,5.695068,5.665266,0.029802,7,3,4
411,MARL,0.009006,6.130655,6.101238,0.029416,10,4,6
412,MARL,0.01094,6.169568,6.13801,0.031558,6,2,4
413,MARL,0.00992,6.108698,6.077726,0.030972,8,4,4
414,MARL,0.010808,6.282686,6.248737,0.033949,6,1,5
415,MARL,0.009724,5.311848,5.2811,0.030749,10,7,3
416,MARL,0.008883,5.278422,5.254613,0.023809,12,7,5
417,MARL,0.009807,5.721422,5.693822,0.0276,9,5,4
418,MARL,0.01312,5.642371,5.619794,0.022577,4,4,0
419,MARL,0.010294,5.240712,5.211312,0.0294,9,5,4
420,MARL,0.010591,5.97015,5.938522,0.031628,7,3,4
421,MARL,0.008994,5.64437,5.615115,0.029255,11,4,7
422,MARL,0.00939,5.674198,5.64747,0.026728,10,4,6
423,MARL,0.008953,5.19705,5.165771,0.031279,12,8,4
424,MARL,0.010901,5.696616,5.670748,0.025868,7,4,3
425,MARL,0.008992,5.143512,5.118558,0.024954,12,6,6
426,MARL,0.009187,5.910663,5.881731,0.028932,10,4,6
427,MARL,0.009489,5.562254,5.535717,0.026536,10,5,5
428,MARL,0.013395,5.489308,5.462563,0.026745,4,1,3
429,MARL,0.010903,5.693404,5.668925,0.024478,7,2,5
430,MARL,0.008956,5.687817,5.663277,0.02454,11,6,5
431,MARL,0.011534,5.700148,5.666557,0.033592,6,3,3
432,MARL,0.011928,5.908604,5.880932,0.027671,5,3,2
433,MARL,0.0125,5.524633,5.497025,0.027609,5,4,1
