episode,policy,reward,total_power_system,total_power_ue,total_power_uav,violations,vio_local,vio_offload
204,MARL,0.008292,6.08257,6.05651,0.02606,12,5,7
205,MARL,0.009262,5.819996,5.794528,0.025468,10,7,3
206,MARL,0.009992,6.534162,6.504855,0.029307,7,3,4
207,MARL,0.010905,6.196384,6.167171,0.029213,6,2,4
208,MARL,0.009087,6.033657,6.001778,0.031879,10,5,5
209,MARL,0.010806,5.779887,5.751068,0.028819,7,3,4
210,MARL,0.008277,6.108029,6.078109,0.029919,12,5,7
211,MARL,0.012252,5.68744,5.65932,0.02812,5,4,1
212,MARL,0.009943,6.084665,6.053932,0.030732,8,1,7
213,MARL,0.010923,6.181415,6.151997,0.029418,6,3,3
214,MARL,0.009133,5.972516,5.946838,0.025678,10,7,3
215,MARL,0.011909,6.420455,6.394154,0.026301,4,3,1
216,MARL,0.009851,6.175358,6.148146,0.027212,8,4,4
217,MARL,0.009169,6.450589,6.401436,0.049153,9,5,4
218,MARL,0.010012,6.019561,5.985025,0.034536,8,5,3
219,MARL,0.014158,6.099834,6.058928,0.040906,2,1,1
220,MARL,0.009625,6.41485,6.386235,0.028615,8,4,4
221,MARL,0.010442,5.60459,5.573844,0.030745,8,5,3
222,MARL,0.009576,6.465665,6.439678,0.025987,8,4,4
223,MARL,0.010297,6.236566,6.208986,0.02758,7,4,3
224,MARL,0.009394,6.1751,6.141837,0.033263,9,5,4
225,MARL,0.009666,6.373319,6.342555,0.030764,8,6,2
226,MARL,0.00945,5.607101,5.579028,0.028072,10,2,8
227,MARL,0.011566,6.176015,6.142927,0.033088,5,2,3
228,MARL,0.009331,6.242648,6.213717,0.028931,9,4,5
229,MARL,0.010645,6.420099,6.39077,0.029328,6,5,1
230,MARL,0.010872,6.728351,6.694594,0.033756,5,2,3
231,MARL,0.011032,5.585757,5.562253,0.023504,7,6,1
232,MARL,0.011453,6.265129,6.227756,0.037373,5,0,5
233,MARL,0.008762,5.939649,5.910387,0.029263,11,8,3
234,MARL,0.011196,6.462195,6.428511,0.033684,5,3,2
235,MARL,0.010749,6.832602,6.800369,0.032233,5,1,4
236,MARL,0.011356,5.834637,5.802523,0.032114,6,1,5
237,MARL,0.008995,6.647535,6.613282,0.034252,9,4,5
238,MARL,0.008252,6.652731,6.613728,0.039003,11,5,6
239,MARL,0.00787,6.235019,6.20243,0.032588,13,7,6
240,MARL,0.010905,6.696922,6.666742,0.03018,5,2,3
241,MARL,0.008759,6.446648,6.413955,0.032693,10,5,5
242,MARL,0.010103,6.926623,6.89452,0.032103,6,2,4
243,MARL,0.007819,6.317083,6.286824,0.030259,13,5,8
244,MARL,0.010049,5.480968,5.448081,0.032887,9,4,5
245,MARL,0.010048,6.478333,6.449476,0.028857,7,2,5
246,MARL,0.008737,5.972744,5.942516,0.030228,11,4,7
247,MARL,0.007243,6.333286,6.304122,0.029163,15,7,8
248,MARL,0.008814,5.868291,5.84332,0.024971,11,6,5
249,MARL,0.007707,6.498538,6.47181,0.026729,13,7,6
250,MARL,0.012206,6.730669,6.688445,0.042225,3,1,2
251,MARL,0.011111,6.029155,5.996606,0.032549,6,3,3
252,MARL,0.010346,6.193993,6.162808,0.031185,7,3,4
253,MARL,0.008673,6.056069,6.026913,0.029156,11,4,7
254,MARL,0.009607,6.436432,6.405809,0.030623,8,4,4
255,MARL,0.010581,5.977503,5.947551,0.029952,7,2,5
256,MARL,0.012104,5.790676,5.758651,0.032025,5,3,2
257,MARL,0.009493,6.057937,6.031528,0.02641,9,5,4
258,MARL,0.011585,6.162212,6.128613,0.033599,5,3,2
259,MARL,0.010578,6.480183,6.450422,0.029761,6,3,3
260,MARL,0.010909,6.70256,6.662584,0.039976,5,2,3
261,MARL,0.008865,6.303135,6.277138,0.025997,10,7,3
262,MARL,0.012488,6.535561,6.504896,0.030665,3,1,2
263,MARL,0.010211,6.322628,6.289931,0.032697,7,5,2
264,MARL,0.010109,5.416121,5.389412,0.026709,9,5,4
265,MARL,0.009121,5.989321,5.961199,0.028122,10,6,4
266,MARL,0.009206,6.388214,6.358978,0.029236,9,3,6
267,MARL,0.010456,6.590705,6.560515,0.03019,6,3,3
268,MARL,0.01006,6.46639,6.437724,0.028666,7,3,4
269,MARL,0.008794,5.898629,5.867893,0.030736,11,5,6
270,MARL,0.010326,6.210317,6.181029,0.029288,7,5,2
271,MARL,0.009721,6.315345,6.283938,0.031408,8,4,4
272,MARL,0.008874,6.299291,6.265883,0.033408,10,5,5
273,MARL,0.008112,5.850323,5.825073,0.02525,13,7,6
274,MARL,0.011094,5.542565,5.510888,0.031676,7,4,3
275,MARL,0.01085,6.248638,6.212627,0.036011,6,3,3
276,MARL,0.011571,6.671275,6.638796,0.03248,4,0,4
277,MARL,0.015007,5.69535,5.659895,0.035455,2,1,1
278,MARL,0.011129,5.50981,5.482461,0.027349,7,3,4
279,MARL,0.009638,5.8961,5.873491,0.022608,9,6,3
280,MARL,0.009809,6.218621,6.191805,0.026816,8,4,4
281,MARL,0.01208,6.304025,6.275375,0.02865,4,2,2
282,MARL,0.008452,5.865457,5.828077,0.03738,12,4,8
283,MARL,0.012089,5.799266,5.768757,0.030508,5,2,3
284,MARL,0.010747,5.832156,5.801996,0.030159,7,1,6
285,MARL,0.008191,5.741403,5.704475,0.036928,13,5,8
286,MARL,0.009346,5.724597,5.696513,0.028084,10,3,7
287,MARL,0.010564,5.992905,5.962952,0.029953,7,3,4
288,MARL,0.008665,6.06626,6.037775,0.028485,11,3,8
289,MARL,0.010989,5.627863,5.597361,0.030501,7,3,4
290,MARL,0.009527,6.026306,5.993478,0.032828,9,3,6
291,MARL,0.011258,6.415338,6.378641,0.036697,5,3,2
292,MARL,0.008035,5.975473,5.941852,0.03362,13,7,6
293,MARL,0.008956,6.194846,6.161982,0.032865,10,3,7
294,MARL,0.012078,6.304131,6.277051,0.02708,4,1,3
295,MARL,0.012072,6.31795,6.280075,0.037875,4,0,4
296,MARL,0.01283,6.327868,6.290825,0.037043,3,1,2
297,MARL,0.008647,6.092827,6.061976,0.030851,11,5,6
298,MARL,0.009109,6.006513,5.9745,0.032013,10,2,8
299,MARL,0.007821,5.813687,5.782305,0.031382,14,6,8
300,MARL,0.008715,6.504459,6.4706,0.03386,10,5,5
301,MARL,0.01326,5.572368,5.538297,0.034072,4,2,2
302,MARL,0.010173,5.361501,5.326198,0.035303,9,4,5
303,MARL,0.01225,6.198857,6.159262,0.039595,4,2,2
304,MARL,0.00964,5.399069,5.370188,0.028881,10,6,4
305,MARL,0.010715,5.862011,5.829864,0.032147,7,1,6
306,MARL,0.011399,5.305103,5.269522,0.035582,7,4,3
307,MARL,0.010831,6.257267,6.230368,0.0269,6,2,4
308,MARL,0.010248,6.284068,6.254683,0.029385,7,1,6
309,MARL,0.008755,5.449935,5.419008,0.030926,12,5,7
310,MARL,0.011121,5.524964,5.48878,0.036185,7,3,4
311,MARL,0.010522,6.529754,6.500632,0.029122,6,4,2
312,MARL,0.010732,5.842982,5.815349,0.027633,7,5,2
313,MARL,0.009815,5.715288,5.685978,0.02931,9,3,6
314,MARL,0.008911,6.254789,6.217958,0.036831,10,4,6
315,MARL,0.010576,6.482025,6.45274,0.029286,6,2,4
316,MARL,0.01269,5.907431,5.876992,0.030439,4,4,0
317,MARL,0.009335,5.739999,5.708931,0.031067,10,5,5
318,MARL,0.013201,6.104478,6.071864,0.032614,3,0,3
319,MARL,0.014213,5.561723,5.533015,0.028708,3,3,0
320,MARL,0.011131,5.511259,5.481143,0.030116,7,5,2
321,MARL,0.012634,5.447475,5.411518,0.035957,5,2,3
322,MARL,0.013225,5.596675,5.557299,0.039377,4,1,3
323,MARL,0.011875,5.454793,5.417024,0.037769,6,2,4
324,MARL,0.012811,5.334851,5.302414,0.032437,5,2,3
325,MARL,0.011041,6.586046,6.553824,0.032222,5,1,4
326,MARL,0.010417,5.629752,5.596062,0.03369,8,3,5
327,MARL,0.010361,5.678171,5.648224,0.029947,8,5,3
328,MARL,0.009596,5.448433,5.417859,0.030574,10,3,7
329,MARL,0.011288,5.384533,5.356141,0.028392,7,5,2
330,MARL,0.011267,5.405664,5.372546,0.033118,7,4,3
331,MARL,0.011572,5.672304,5.637827,0.034476,6,3,3
332,MARL,0.010465,5.58197,5.553123,0.028847,8,5,3
333,MARL,0.009815,5.713003,5.686044,0.026959,9,3,6
334,MARL,0.007698,5.512304,5.487901,0.024403,15,6,9
335,MARL,0.013372,5.510067,5.474738,0.035329,4,2,2
336,MARL,0.011896,4.933575,4.902967,0.030607,7,4,3
337,MARL,0.011246,5.415288,5.389216,0.026072,7,3,4
338,MARL,0.008491,5.307985,5.274468,0.033518,13,3,10
339,MARL,0.011303,5.377468,5.343494,0.033974,7,3,4
340,MARL,0.012589,5.474832,5.440173,0.034659,5,3,2
