episode,policy,reward,total_power_system,total_power_ue,total_power_uav,violations,vio_local,vio_offload
290,MAFRL-DDQN,0.075746,1.322026,1.32,0.002026,0,0,0
291,MAFRL-DDQN,0.061722,1.121703,1.12,0.001703,1,0,1
292,MAFRL-DDQN,0.059453,1.183162,1.181871,0.001292,1,1,0
293,MAFRL-DDQN,0.083586,1.198793,1.196096,0.002696,0,0,0
294,MAFRL-DDQN,0.066991,0.994351,0.992563,0.001789,1,1,0
295,MAFRL-DDQN,0.034322,0.914848,0.913466,0.001382,4,3,1
296,MAFRL-DDQN,0.036088,1.273462,1.27073,0.002733,3,0,3
297,MAFRL-DDQN,0.041032,0.938014,0.937021,0.000992,3,2,1
298,MAFRL-DDQN,0.064257,1.057203,1.056151,0.001052,1,1,0
299,MAFRL-DDQN,0.03875,1.082536,1.080399,0.002137,3,1,2
300,MAFRL-DDQN,0.033052,1.0272,1.025361,0.001839,4,2,2
301,MAFRL-DDQN,0.048163,1.077546,1.076153,0.001393,2,1,1
302,MAFRL-DDQN,0.034509,0.898895,0.897686,0.00121,4,3,1
303,MAFRL-DDQN,0.028078,1.062831,1.061405,0.001426,5,2,3
304,MAFRL-DDQN,0.055442,1.305127,1.303511,0.001617,1,0,1
305,MAFRL-DDQN,0.045041,1.221977,1.22,0.001977,2,0,2
306,MAFRL-DDQN,0.078355,1.277499,1.276096,0.001403,0,0,0
307,MAFRL-DDQN,0.04545,1.202074,1.2,0.002074,2,0,2
308,MAFRL-DDQN,0.095993,1.043084,1.041595,0.001489,0,0,0
309,MAFRL-DDQN,0.038627,1.08964,1.088774,0.000866,3,2,1
310,MAFRL-DDQN,0.040977,0.941722,0.940276,0.001446,3,2,1
311,MAFRL-DDQN,0.034233,0.922245,0.921015,0.00123,4,3,1
312,MAFRL-DDQN,0.041449,0.913869,0.912482,0.001387,3,2,1
313,MAFRL-DDQN,0.034849,0.87054,0.869449,0.001092,4,4,0
314,MAFRL-DDQN,0.038693,1.085937,1.084281,0.001657,3,2,1
315,MAFRL-DDQN,0.04463,1.241984,1.240478,0.001506,2,1,1
316,MAFRL-DDQN,0.049263,1.031178,1.029787,0.001391,2,1,1
317,MAFRL-DDQN,0.04557,1.196306,1.194241,0.002065,2,1,1
318,MAFRL-DDQN,0.026839,1.22767,1.22579,0.00188,5,1,4
319,MAFRL-DDQN,0.075745,1.322162,1.32,0.002162,0,0,0
320,MAFRL-DDQN,0.062723,1.095898,1.094134,0.001763,1,0,1
321,MAFRL-DDQN,0.077462,1.292904,1.29073,0.002174,0,0,0
322,MAFRL-DDQN,0.059849,1.172069,1.17073,0.001339,1,0,1
323,MAFRL-DDQN,0.039195,1.05335,1.051129,0.002221,3,1,2
324,MAFRL-DDQN,0.048931,1.04554,1.043511,0.00203,2,1,1
325,MAFRL-DDQN,0.089267,1.122346,1.12,0.002346,0,0,0
326,MAFRL-DDQN,0.040089,0.99565,0.994295,0.001356,3,2,1
327,MAFRL-DDQN,0.045776,1.18696,1.184294,0.002665,2,1,1
328,MAFRL-DDQN,0.040097,0.995388,0.993791,0.001597,3,1,2
329,MAFRL-DDQN,0.047974,1.086099,1.084294,0.001804,2,1,1
330,MAFRL-DDQN,0.084472,1.185472,1.183646,0.001826,0,0,0
331,MAFRL-DDQN,0.06998,0.929865,0.928876,0.00099,1,0,1
332,MAFRL-DDQN,0.060234,1.161839,1.16,0.001839,1,0,1
333,MAFRL-DDQN,0.048049,1.082913,1.081039,0.001874,2,1,1
334,MAFRL-DDQN,0.049926,1.004748,1.002769,0.001979,2,2,0
335,MAFRL-DDQN,0.048052,1.082584,1.080926,0.001658,2,2,0
336,MAFRL-DDQN,0.064882,1.043329,1.041039,0.00229,1,1,0
337,MAFRL-DDQN,0.080481,0.744088,0.742348,0.00174,1,1,0
338,MAFRL-DDQN,0.069436,1.441804,1.44,0.001804,0,0,0
339,MAFRL-DDQN,0.05194,0.926905,0.925113,0.001793,2,1,1
340,MAFRL-DDQN,0.032721,1.058032,1.055899,0.002133,4,4,0
341,MAFRL-DDQN,0.084728,1.182429,1.18,0.002429,0,0,0
342,MAFRL-DDQN,0.035451,1.323448,1.320478,0.00297,3,1,2
343,MAFRL-DDQN,0.038458,1.102065,1.1,0.002065,3,0,3
344,MAFRL-DDQN,0.047591,1.103018,1.101039,0.001979,2,1,1
345,MAFRL-DDQN,0.086984,1.151394,1.149436,0.001958,0,0,0
346,MAFRL-DDQN,0.03534,0.831222,0.82949,0.001732,4,3,1
347,MAFRL-DDQN,0.040266,0.984981,0.983296,0.001685,3,2,1
